aX,aY,aZ,gX,gY,gZ
-0.061,1.442,-0.199,-35.828,5.432,82.092
-0.031,1.533,-0.345,-58.594,31.067,54.504
-0.030,1.601,-0.542,-82.397,55.420,30.334
-0.042,1.684,-0.713,-100.342,74.524,10.254
-0.038,1.815,-0.886,-105.774,83.374,-6.165
0.031,1.911,-1.017,-98.022,76.050,-23.132
0.080,2.001,-1.098,-82.092,51.331,-40.710
0.098,2.082,-1.141,-64.514,16.418,-55.176
0.073,2.158,-1.104,-47.058,-17.456,-68.604
0.023,2.169,-1.004,-28.748,-42.053,-81.970
-0.030,2.203,-0.923,-9.766,-53.528,-93.994
-0.060,2.257,-0.862,8.484,-50.781,-107.056
-0.070,2.315,-0.832,27.771,-35.095,-120.789
-0.102,2.368,-0.786,47.546,-12.939,-130.127
-0.153,2.460,-0.735,65.674,7.019,-130.737
-0.216,2.604,-0.684,82.336,17.822,-122.253
-0.244,2.726,-0.600,93.445,13.855,-110.901
-0.180,2.839,-0.495,94.543,-5.005,-105.591
-0.028,2.924,-0.380,85.815,-34.424,-110.596
0.242,2.908,-0.271,72.327,-65.552,-124.329
0.556,2.771,-0.169,59.082,-91.003,-137.695
0.843,2.576,-0.094,48.462,-103.699,-141.052
1.073,2.395,-0.047,41.443,-99.609,-129.028
1.234,2.262,-0.033,39.856,-81.543,-101.440
1.295,2.179,-0.018,42.786,-59.448,-59.631
1.287,2.177,0.002,47.668,-41.504,-10.071
1.229,2.203,0.018,49.988,-27.283,32.837
1.159,2.226,0.016,48.401,-15.259,57.739
1.080,2.238,-0.030,42.114,-1.526,66.406
1.059,2.185,-0.110,35.828,14.648,67.261
1.058,2.148,-0.192,31.189,22.522,64.575
1.080,2.130,-0.253,26.001,17.761,61.523
1.100,2.108,-0.268,20.386,0.366,54.565
1.130,2.056,-0.262,14.221,-22.583,44.800
1.129,1.708,-0.128,9.460,-64.758,24.536
1.132,1.562,-0.027,13.184,-71.960,24.719
1.060,1.503,0.085,21.851,-64.636,33.569
0.919,1.500,0.177,31.006,-38.452,42.297
0.759,1.491,0.198,32.227,2.563,40.283
0.598,1.429,0.113,24.170,44.434,28.137
0.468,1.340,-0.004,9.094,72.144,12.695
0.352,1.239,-0.134,-8.362,76.172,-0.671
0.289,1.156,-0.250,-26.245,56.946,-9.338
0.204,1.086,-0.323,-40.710,21.118,-16.357
0.113,1.015,-0.321,-46.143,-20.630,-24.841
0.042,0.921,-0.263,-41.809,-59.937,-37.109
-0.038,0.779,-0.161,-29.907,-89.722,-52.856
-0.110,0.574,-0.033,-15.442,-106.445,-71.472
-0.174,0.330,0.120,-2.747,-107.178,-89.478
-0.175,0.099,0.230,7.080,-93.872,-98.999
-0.228,-0.108,0.309,10.498,-70.313,-100.159
-0.333,-0.301,0.344,8.789,-41.931,-98.328
-0.374,-0.484,0.355,3.357,-17.151,-96.619
-0.376,-0.613,0.313,-3.662,-4.639,-97.473
-0.357,-0.702,0.292,-7.996,-3.296,-101.257
-0.288,-0.693,0.297,-8.545,-8.118,-111.328
-0.238,-0.930,0.298,-1.953,-15.564,-115.723
-0.102,-1.003,0.368,-1.526,-17.944,-143.005
-0.163,-1.029,0.314,16.785,-19.409,-169.189
0.209,-1.220,0.401,38.513,-13.977,-140.015
0.345,-1.395,0.472,31.799,-4.089,-139.099
0.543,-1.468,0.430,32.471,6.409,-140.198
0.834,-1.325,0.440,31.067,15.686,-114.319
0.953,-1.143,0.367,25.696,9.033,-69.031
0.918,-1.046,0.380,20.447,-5.676,-24.780
0.818,-0.930,0.420,17.151,-9.644,16.968
0.665,-0.810,0.406,18.188,0.977,51.392
0.559,-0.791,0.388,21.057,19.714,76.477
0.446,-0.806,0.378,20.447,38.574,96.558
0.303,-0.804,0.376,17.273,49.377,117.554
0.141,-0.727,0.357,11.047,52.246,138.611
-0.026,-0.657,0.352,3.540,47.974,155.457
-0.179,-0.634,0.349,-3.784,39.185,163.635
-0.267,-0.610,0.375,-12.329,28.748,162.964
-0.324,-0.611,0.425,-22.339,17.273,157.715
-0.357,-0.533,0.449,-31.067,9.827,153.442
-0.377,-0.395,0.429,-34.302,10.742,151.428
-0.378,-0.252,0.370,-33.691,18.555,151.489
-0.359,-0.132,0.290,-33.020,28.381,152.405
-0.328,-0.018,0.195,-35.828,34.790,155.151
-0.287,0.136,0.140,-40.161,35.522,159.729
-0.258,0.302,0.116,-41.260,32.959,163.818
-0.263,0.446,0.095,-39.856,29.602,165.588
-0.264,0.580,0.066,-41.870,26.978,163.940
-0.241,0.704,0.033,-49.255,25.696,156.372
-0.199,0.816,-0.015,-58.350,24.109,143.005
-0.160,0.923,-0.101,-66.101,21.729,125.427
-0.048,1.047,-0.209,-71.350,23.437,105.469
0.083,1.170,-0.325,-74.402,29.236,85.266
0.137,1.247,-0.442,-73.853,40.710,68.298
0.172,1.302,-0.541,-70.984,59.143,55.664
0.212,1.380,-0.688,-67.200,78.369,43.518
0.235,1.501,-0.821,-58.655,93.079,28.259
0.292,1.668,-1.001,-42.236,104.980,11.536
0.387,1.826,-1.090,-20.203,115.051,-2.625
0.458,1.980,-1.170,-0.732,119.507,-13.000
0.503,2.109,-1.202,14.893,112.549,-21.667
0.504,2.245,-1.167,28.137,90.576,-27.588
0.475,2.377,-1.052,39.734,52.734,-29.175
0.402,2.511,-0.891,41.321,7.080,-25.146
0.313,2.621,-0.662,32.532,-39.734,-18.127
0.192,2.711,-0.405,17.944,-78.308,-8.606
0.011,2.819,-0.211,5.432,-95.032,5.432
-0.160,2.922,-0.076,1.038,-83.313,25.330
-0.390,3.062,-0.009,0.610,-51.208,46.753
-0.614,3.199,-0.019,4.211,-9.521,69.397
-0.695,3.295,-0.121,6.165,25.513,83.069
-0.647,3.284,-0.235,-1.221,35.583,78.430
-0.490,3.189,-0.322,-20.325,13.733,57.495
-0.327,2.957,-0.345,-43.335,-25.635,29.419
-0.155,2.704,-0.331,-59.875,-61.340,7.446
-0.000,2.411,-0.317,-62.805,-83.191,-3.418
0.157,2.177,-0.316,-59.265,-86.243,-11.841
0.281,2.011,-0.311,-49.744,-69.458,-15.564
0.378,1.926,-0.323,-30.518,-39.734,-14.526
0.449,1.887,-0.364,-4.089,-3.540,-11.536
0.494,1.887,-0.423,20.813,31.921,-9.277
0.510,1.888,-0.479,39.001,60.303,-9.094
0.489,1.850,-0.518,50.659,79.041,-10.986
0.439,1.792,-0.544,57.068,88.013,-15.198
0.370,1.755,-0.560,59.509,88.867,-18.799
0.325,1.745,-0.565,59.082,83.496,-20.447
0.295,1.750,-0.559,53.833,70.313,-21.606
0.261,1.738,-0.546,41.870,50.964,-23.315
0.245,1.712,-0.542,25.818,27.893,-25.940
0.217,1.646,-0.531,8.606,4.639,-28.870
0.187,1.576,-0.528,-6.104,-14.893,-30.090
0.130,1.561,-0.493,-13.489,-26.978,-26.733
0.072,1.530,-0.474,-11.841,-28.381,-22.949
0.009,1.508,-0.461,-9.216,-24.414,-22.339
-0.066,1.464,-0.430,-7.935,-21.545,-26.978
-0.170,1.388,-0.406,-5.737,-21.729,-36.865
-0.243,1.276,-0.366,-4.883,-25.391,-53.223
-0.272,1.156,-0.342,-5.554,-34.302,-75.195
-0.253,0.998,-0.329,-6.897,-44.556,-100.159
-0.266,0.787,-0.312,-4.639,-50.964,-122.498
-0.302,0.579,-0.278,4.517,-51.208,-138.184
-0.322,0.377,-0.229,20.874,-47.180,-149.719
-0.333,0.154,-0.172,36.743,-41.016,-159.058
-0.303,-0.132,-0.115,48.218,-34.546,-166.870
-0.282,-0.393,0.031,55.054,-28.748,-168.213
-0.219,-0.562,0.122,60.425,-20.874,-154.846
-0.195,-0.736,0.223,64.819,-15.015,-138.855
-0.115,-0.787,0.249,63.416,-19.165,-119.812
-0.090,-0.794,0.290,52.368,-40.894,-95.398
-0.070,-0.789,0.340,30.334,-76.843,-74.097
-0.001,-0.740,0.396,0.793,-114.929,-63.293
0.116,-0.735,0.474,-26.489,-146.118,-64.026
0.304,-0.803,0.582,-44.495,-163.147,-67.871
0.473,-0.857,0.687,-51.208,-161.194,-63.660
0.592,-0.837,0.743,-46.875,-141.663,-49.438
0.688,-0.767,0.770,-32.288,-113.403,-31.738
0.759,-0.695,0.753,-15.259,-83.252,-15.686
0.256,2.005,-0.516,20.264,1.465,12.695
0.289,2.047,-0.407,-2.686,-29.907,-0.793
0.297,2.052,-0.333,-19.165,-42.847,-9.583
0.327,2.072,-0.277,-23.743,-38.086,-16.052
0.324,2.156,-0.220,-18.311,-25.024,-19.470
0.304,2.297,-0.177,-12.268,-13.489,-21.179
0.296,2.447,-0.122,-12.146,-10.498,-23.193
0.276,2.566,-0.047,-19.165,-18.860,-24.414
0.255,2.652,0.023,-31.616,-33.325,-23.865
0.247,2.693,0.065,-45.715,-44.312,-22.583
0.224,2.730,0.092,-58.105,-47.363,-18.738
0.204,2.791,0.102,-65.613,-42.664,-12.756
0.182,2.844,0.110,-68.665,-30.212,-8.667
0.157,2.824,0.073,-70.557,-8.545,-7.080
0.163,2.753,-0.022,-69.641,18.127,-5.310
0.153,2.669,-0.142,-62.439,44.800,-0.488
0.140,2.574,-0.285,-48.950,70.129,7.202
0.117,2.473,-0.442,-34.668,91.003,14.221
0.092,2.371,-0.558,-24.475,104.492,16.541
0.086,2.270,-0.645,-17.883,106.018,18.860
0.120,2.156,-0.747,-17.395,95.276,21.362
0.156,2.061,-0.810,-23.804,77.515,21.118
0.189,1.961,-0.831,-30.334,54.688,20.691
0.221,1.871,-0.845,-33.325,32.349,19.287
0.220,1.801,-0.841,-31.982,15.564,18.433
0.224,1.776,-0.829,-27.466,5.127,18.250
0.254,1.755,-0.831,-22.583,-1.648,16.235
0.248,1.712,-0.831,-18.188,-7.263,11.841
0.231,1.677,-0.830,-13.245,-10.681,5.249
0.200,1.644,-0.819,-5.676,-12.146,-1.343
0.146,1.614,-0.791,4.578,-13.977,-5.798
0.092,1.608,-0.741,15.869,-18.677,-10.193
0.013,1.596,-0.675,26.306,-26.733,-16.541
-0.056,1.584,-0.612,34.424,-35.889,-25.208
-0.076,1.560,-0.560,39.001,-44.250,-37.292
-0.091,1.474,-0.519,42.664,-53.284,-51.086
-0.099,1.348,-0.474,47.058,-63.293,-63.049
-0.110,1.173,-0.404,54.443,-72.876,-72.205
-0.152,1.011,-0.251,65.613,-79.834,-79.407
-0.167,0.807,-0.103,80.505,-81.421,-83.984
-0.175,0.617,0.124,88.257,-74.463,-87.158
-0.176,0.424,0.344,83.435,-60.303,-87.830
-0.185,0.211,0.478,65.186,-38.940,-84.961
-0.211,0.039,0.526,36.743,-12.756,-80.322
-0.195,-0.134,0.509,6.042,13.428,-79.041
-0.217,-0.326,0.401,-18.799,34.058,-83.618
-0.226,-0.456,0.255,-35.950,46.265,-90.759
-0.168,-0.570,0.128,-40.466,49.194,-101.563
-0.113,-0.672,0.078,-32.715,43.579,-117.615
-0.019,-0.800,0.117,-17.944,32.349,-136.353
0.083,-0.903,0.176,1.160,15.747,-153.564
0.216,-1.004,0.297,18.677,1.404,-163.513
0.353,-1.083,0.397,28.748,-8.362,-162.537
0.507,-1.106,0.419,29.175,-17.578,-148.682
0.657,-1.069,0.378,18.738,-29.541,-122.009
0.779,-1.008,0.313,-1.831,-44.250,-85.815
0.883,-0.901,0.240,-25.940,-61.890,-46.570
0.922,-0.807,0.219,-45.532,-73.975,-10.620
0.882,-0.728,0.230,-51.514,-74.219,19.836
0.829,-0.644,0.218,-45.349,-62.134,43.213
0.782,-0.635,0.228,-31.860,-44.739,56.213
0.726,-0.677,0.260,-16.235,-24.536,61.340
0.613,-0.743,0.304,-1.221,1.160,63.293
0.499,-0.753,0.297,13.306,28.931,66.101
0.389,-0.717,0.252,22.522,47.729,72.083
0.308,-0.755,0.184,22.095,51.697,79.651
0.261,-0.770,0.111,15.381,42.603,93.384
0.210,-0.642,0.099,10.315,28.198,114.014
0.125,-0.548,0.158,17.334,16.235,133.179
0.033,-0.428,0.189,32.715,5.737,149.170
-0.032,-0.244,0.210,42.725,-6.287,161.926
-0.091,-0.035,0.276,43.274,-18.738,168.640
-0.136,0.152,0.340,37.415,-29.053,168.457
-0.136,0.331,0.370,25.879,-35.645,163.025
-0.114,0.512,0.353,9.949,-39.490,154.480
-0.076,0.672,0.293,-6.897,-39.734,142.761
-0.018,0.809,0.195,-23.621,-34.973,128.418
0.051,0.918,0.084,-37.903,-25.452,113.159
0.133,0.926,-0.046,-46.814,-10.437,97.656
0.156,0.939,-0.170,-49.377,9.888,86.426
0.121,1.000,-0.247,-41.016,35.156,79.895
0.103,1.137,-0.318,-19.104,60.303,72.632
0.093,1.322,-0.371,5.432,76.050,62.500
0.069,1.503,-0.402,22.278,77.454,51.270
0.123,1.679,-0.441,25.818,66.528,38.879
0.235,1.821,-0.495,17.578,52.063,22.339
0.332,1.884,-0.557,3.906,46.448,4.395
0.387,1.899,-0.653,-8.728,50.537,-7.690
0.377,1.895,-0.698,-17.761,55.542,-14.343
0.329,1.907,-0.721,-20.752,56.396,-17.944
0.314,1.977,-0.756,-18.372,52.429,-19.531
0.378,2.065,-0.750,-16.602,43.945,-20.569
0.421,2.110,-0.733,-16.235,28.015,-19.287
0.407,2.142,-0.683,-16.296,3.540,-11.780
0.337,2.182,-0.601,-17.944,-23.743,0.488
0.247,2.209,-0.503,-20.081,-46.387,13.916
0.114,2.243,-0.397,-23.010,-62.622,27.588
-0.017,2.314,-0.305,-26.245,-70.129,40.405
-0.142,2.421,-0.252,-27.771,-68.848,51.147
-0.251,2.528,-0.208,-28.320,-65.369,60.181
-0.335,2.614,-0.173,-30.212,-66.406,65.186
-0.376,2.639,-0.148,-32.654,-67.383,62.378
-0.382,2.607,-0.147,-33.630,-61.768,53.711
-0.334,2.536,-0.161,-30.518,-50.354,42.175
-0.234,2.449,-0.171,-23.193,-36.255,28.931
-0.079,2.358,-0.218,-12.939,-20.630,15.442
0.093,2.268,-0.276,-2.930,-3.845,3.662
0.244,2.200,-0.341,7.446,15.381,-2.319
0.344,2.146,-0.393,17.944,34.058,-0.916
0.413,2.098,-0.443,26.367,50.232,4.517
0.418,2.049,-0.478,32.104,64.514,11.475
0.416,2.040,-0.528,37.415,76.355,22.705
0.430,2.075,-0.572,42.847,83.618,35.889
0.372,2.113,-0.569,47.424,80.627,48.157
0.281,2.111,-0.563,44.006,66.406,57.861
0.127,2.071,-0.524,27.283,47.546,58.838
-0.004,2.017,-0.497,3.174,28.625,55.481
-0.090,1.976,-0.508,-23.254,10.498,51.086
-0.137,1.965,-0.548,-46.326,-5.737,45.593
-0.190,1.892,-0.654,-71.411,-34.302,37.170
-0.240,1.866,-0.681,-73.730,-47.791,32.471
-0.301,1.826,-0.682,-67.383,-57.800,21.851
-0.376,1.727,-0.665,-53.101,-63.904,3.479
-0.413,1.593,-0.638,-37.903,-69.153,-22.339
-0.414,1.434,-0.591,-22.583,-74.768,-54.565
-0.386,1.237,-0.516,-4.150,-79.041,-87.402
-0.358,1.020,-0.427,17.334,-81.543,-114.929
-0.384,0.776,-0.336,40.100,-80.322,-133.850
-0.336,0.592,-0.176,59.143,-76.172,-145.996
-0.331,0.380,-0.059,75.073,-73.364,-147.827
-0.321,0.160,0.104,82.031,-64.514,-145.081
-0.312,-0.032,0.292,81.238,-53.711,-135.864
-0.317,-0.227,0.359,72.754,-41.992,-124.084
-0.292,-0.357,0.408,55.603,-32.898,-110.779
-0.275,-0.443,0.341,31.006,-29.846,-92.651
-0.306,-0.526,0.252,5.249,-35.828,-76.477
-0.295,-0.635,0.205,-16.663,-50.415,-73.608
-0.206,-0.759,0.183,-33.875,-69.275,-86.060
-0.047,-0.876,0.228,-43.579,-89.966,-105.042
0.104,-0.964,0.324,-43.213,-107.666,-119.507
0.241,-0.995,0.446,-31.189,-115.723,-122.498
0.360,-0.966,0.519,-8.911,-111.633,-117.188
0.495,-0.890,0.578,19.836,-97.656,-108.459
0.640,-0.824,0.571,43.945,-77.209,-96.130
0.737,-0.740,0.533,51.758,-57.434,-78.003
0.853,-0.658,0.510,44.617,-43.335,-55.603
0.904,-0.604,0.537,31.982,-33.630,-33.936
0.896,-0.544,0.547,22.095,-20.142,-12.695
0.846,-0.491,0.511,17.212,-0.671,10.132
0.778,-0.487,0.471,14.343,20.325,30.945
0.685,-0.508,0.462,11.353,37.781,45.715
0.590,-0.523,0.443,9.094,50.781,56.091
0.504,-0.536,0.392,10.742,62.988,64.636
0.417,-0.574,0.326,14.221,71.655,71.228
0.312,-0.630,0.303,15.869,73.853,75.012
0.185,-0.672,0.286,13.855,71.899,79.651
0.062,-0.685,0.274,10.254,68.298,87.158
-0.065,-0.664,0.258,7.812,63.293,96.802
-0.171,-0.589,0.240,8.240,57.007,107.605
-0.220,-0.463,0.218,10.193,49.622,119.507
-0.224,-0.272,0.186,10.925,42.664,131.409
-0.227,-0.079,0.152,10.742,38.391,141.296
-0.240,0.079,0.114,12.451,36.377,148.376
-0.257,0.218,0.076,15.015,34.119,151.672
-0.257,0.371,0.047,17.334,29.236,152.039
-0.267,0.543,0.051,17.822,21.057,149.292
-0.267,0.728,0.043,13.977,9.338,143.860
-0.205,0.924,0.015,3.662,-3.174,134.583
-0.120,1.073,-0.016,-12.512,-13.672,121.338
-0.050,1.159,-0.066,-31.555,-19.531,107.910
-0.025,1.187,-0.115,-47.852,-19.287,95.520
-0.043,1.194,-0.162,-57.861,-13.855,83.862
-0.055,1.227,-0.225,-60.303,-5.127,73.120
-0.018,1.339,-0.299,-57.190,3.723,63.782
0.053,1.504,-0.366,-49.866,10.437,54.321
0.148,1.680,-0.434,-40.100,14.099,44.800
0.234,1.835,-0.512,-29.907,17.090,32.715
0.292,1.924,-0.569,-19.348,23.804,18.311
0.298,1.963,-0.599,-8.911,35.278,4.639
0.296,2.015,-0.614,1.648,49.072,-5.920
0.296,2.095,-0.624,11.414,59.570,-13.123
0.281,2.201,-0.613,19.287,62.622,-15.930
0.258,2.350,-0.562,27.710,56.824,-12.329
0.205,2.551,-0.456,37.537,40.527,-1.953
0.085,2.739,-0.278,46.326,16.907,15.930
-0.114,2.943,-0.053,47.668,-4.456,36.499
-0.384,3.111,0.231,37.476,-13.245,52.856
-0.675,3.219,0.424,15.381,-4.639,66.589
-0.912,3.283,0.413,-15.991,22.339,76.538
-1.022,3.281,0.240,-44.739,60.303,80.017
-0.973,3.232,-0.031,-64.392,88.440,78.308
-0.839,3.101,-0.302,-79.041,88.501,70.862
-0.664,2.855,-0.500,-92.957,62.256,53.162
-0.518,2.545,-0.625,-105.286,26.672,29.907
-0.369,2.250,-0.687,-109.985,-2.625,13.977
-0.262,1.968,-0.764,-103.210,-20.447,4.883
-0.200,1.758,-0.818,-89.783,-22.095,-3.967
-0.168,1.616,-0.831,-68.115,-10.986,-9.705
-0.164,1.541,-0.845,-38.574,4.089,-13.306
-0.161,1.544,-0.864,-9.399,19.775,-17.273
-0.131,1.578,-0.871,11.475,31.189,-24.170
-0.100,1.594,-0.881,24.475,34.668,-32.959
-0.084,1.573,-0.861,33.813,30.029,-41.077
-0.073,1.546,-0.813,41.443,20.264,-47.668
-0.078,1.530,-0.754,47.302,8.423,-50.964
-0.079,1.526,-0.691,51.025,-2.869,-51.819
-0.066,1.526,-0.630,52.246,-13.977,-52.551
-0.072,1.511,-0.565,49.744,-25.330,-54.382
-0.122,1.490,-0.484,45.532,-34.668,-56.152
-0.158,1.495,-0.405,41.443,-40.283,-57.434
-0.191,1.501,-0.336,40.588,-40.161,-61.646
-0.232,1.492,-0.282,44.434,-32.471,-68.787
-0.254,1.493,-0.237,51.331,-18.127,-78.430
-0.284,1.470,-0.186,62.073,0.793,-89.478
-0.284,1.437,-0.161,73.975,23.804,-100.647
-0.272,1.361,-0.178,84.778,47.363,-114.502
-0.272,1.249,-0.208,93.506,66.345,-128.662
-0.234,1.112,-0.236,100.708,76.111,-143.433
-0.200,0.899,-0.234,103.088,75.989,-159.912
-0.148,0.613,-0.190,96.802,68.604,-173.035
-0.071,0.282,-0.128,80.444,54.626,-180.481
-0.031,-0.045,0.006,58.167,33.264,-182.556
0.096,-0.295,0.044,33.325,7.629,-169.067
0.132,-0.517,0.173,4.578,-20.630,-146.851
0.195,-0.640,0.158,-27.893,-52.734,-115.234
0.161,-0.679,0.140,-66.345,-92.651,-80.139
0.138,-0.695,0.131,-100.403,-132.019,-52.307
0.167,-0.722,0.122,-120.483,-162.231,-38.574
0.236,-0.749,0.173,-124.634,-181.946,-33.875
0.363,-0.791,0.282,-113.220,-191.284,-33.386
0.549,-0.862,0.408,-92.102,-192.139,-36.316
0.729,-0.958,0.527,-68.604,-186.035,-42.297
0.906,-1.071,0.656,-47.485,-169.067,-46.631
1.062,-1.150,0.820,-30.212,-139.771,-43.396
1.094,-1.175,0.881,-13.489,-96.008,-31.250
1.079,-1.134,0.879,4.333,-39.001,-13.611
0.954,-1.013,0.735,21.667,24.597,8.179
0.776,-0.851,0.542,36.621,87.158,30.457
-0.110,2.022,-0.586,-63.721,-5.737,30.884
-0.081,2.148,-0.619,-57.800,-19.470,27.161
-0.128,2.268,-0.616,-44.678,-36.011,25.024
-0.233,2.392,-0.563,-25.879,-45.715,24.658
-0.364,2.502,-0.461,-1.892,-38.391,23.010
-0.531,2.572,-0.350,25.085,-9.155,18.799
-0.755,2.632,-0.254,54.016,42.419,15.076
-0.953,2.755,-0.217,86.731,105.774,17.212
-1.197,2.987,-0.188,122.070,152.100,29.114
-1.390,3.306,-0.108,140.076,156.799,36.011
-1.271,3.562,-0.017,114.563,113.708,17.700
-0.978,3.567,0.007,48.950,33.997,-21.545
-0.680,3.371,-0.047,-30.151,-54.504,-62.439
-0.392,3.111,-0.056,-89.050,-120.850,-89.233
-0.098,2.886,-0.036,-103.149,-147.339,-96.680
0.146,2.684,-0.019,-76.965,-138.794,-89.478
0.309,2.486,0.012,-37.842,-107.849,-77.698
0.390,2.336,0.060,-7.690,-65.125,-67.139
0.416,2.227,0.095,11.841,-20.996,-57.373
0.404,2.180,0.108,24.292,18.250,-46.448
0.410,2.120,0.075,30.090,49.866,-37.415
0.360,2.066,0.032,28.137,72.571,-32.227
0.298,1.982,-0.009,24.963,84.778,-20.020
0.241,1.949,-0.093,21.545,87.524,-7.324
0.246,1.970,-0.204,15.076,85.693,0.610
0.187,1.939,-0.265,9.216,79.346,9.583
0.096,1.918,-0.309,5.371,67.505,18.127
0.018,1.936,-0.339,2.686,51.575,23.193
-0.062,1.928,-0.359,-2.014,35.156,23.987
-0.109,1.912,-0.389,-10.559,19.714,19.470
-0.153,1.854,-0.418,-21.912,5.676,8.057
-0.190,1.770,-0.457,-30.701,-3.845,-7.019
-0.207,1.671,-0.489,-31.921,-8.972,-22.522
-0.196,1.567,-0.511,-26.062,-15.686,-38.269
-0.194,1.468,-0.498,-17.944,-28.320,-54.260
-0.243,1.346,-0.440,-9.277,-44.128,-70.129
-0.287,1.222,-0.357,0.366,-59.570,-85.205
-0.326,1.094,-0.268,11.475,-74.097,-99.854
-0.363,0.964,-0.194,23.682,-86.365,-113.708
-0.379,0.798,-0.123,35.156,-94.421,-125.977
-0.318,0.525,0.005,43.274,-98.389,-136.108
-0.245,0.211,0.146,43.884,-99.060,-141.907
-0.150,-0.061,0.271,37.109,-95.459,-140.930
-0.119,-0.322,0.420,27.954,-87.646,-131.714
-0.092,-0.539,0.564,18.799,-75.012,-117.554
-0.100,-0.672,0.605,6.348,-62.805,-97.229
-0.113,-0.712,0.598,-12.329,-57.251,-72.449
-0.092,-0.717,0.552,-34.790,-57.373,-52.551
-0.028,-0.757,0.489,-58.472,-61.951,-46.509
0.083,-0.809,0.443,-80.811,-70.557,-53.284
0.204,-0.854,0.426,-95.276,-81.604,-63.538
0.328,-0.886,0.436,-95.642,-89.050,-70.129
0.436,-0.893,0.450,-81.360,-88.196,-70.129
0.537,-0.880,0.463,-56.519,-78.369,-64.026
0.606,-0.853,0.488,-28.687,-63.843,-52.612
0.610,-0.810,0.513,-4.028,-46.753,-34.973
0.671,-0.743,0.487,12.573,-26.489,-14.465
0.663,-0.732,0.515,21.240,-6.348,0.244
0.594,-0.685,0.536,29.114,14.954,14.709
0.531,-0.627,0.495,39.001,37.354,32.288
0.478,-0.612,0.460,48.401,55.603,45.776
0.402,-0.608,0.433,53.162,68.970,53.040
0.297,-0.627,0.403,53.040,79.773,57.129
0.226,-0.666,0.384,50.476,87.708,61.646
0.120,-0.690,0.368,46.814,91.003,67.871
-0.003,-0.680,0.344,44.067,90.515,75.317
-0.100,-0.708,0.308,41.931,87.036,83.313
-0.123,-0.751,0.238,37.109,78.308,95.825
-0.188,-0.681,0.203,29.724,63.232,115.051
-0.284,-0.521,0.195,28.931,48.279,136.292
-0.349,-0.310,0.168,38.391,38.269,156.128
-0.419,-0.083,0.144,47.363,28.748,168.152
-0.469,0.184,0.142,44.861,13.550,171.021
-0.478,0.432,0.172,30.945,-8.545,163.269
-0.454,0.625,0.182,11.230,-33.569,146.362
-0.435,0.753,0.173,-10.315,-51.270,124.329
-0.401,0.844,0.127,-31.189,-51.758,102.722
-0.387,0.894,0.048,-46.570,-32.898,84.412
-0.344,0.919,-0.062,-54.565,-1.953,68.848
-0.291,0.993,-0.183,-58.899,32.532,55.115
-0.262,1.093,-0.304,-56.824,63.110,42.114
-0.210,1.210,-0.419,-50.476,85.754,29.602
-0.143,1.348,-0.519,-46.692,97.168,17.639
-0.112,1.471,-0.607,-47.485,100.037,7.202
-0.056,1.599,-0.692,-53.711,96.497,-1.160
-0.033,1.696,-0.755,-64.209,88.928,-11.353
-0.079,1.729,-0.800,-74.219,87.708,-23.315
-0.082,1.734,-0.848,-82.947,94.604,-35.034
-0.073,1.754,-0.903,-87.830,98.999,-46.448
-0.043,1.834,-0.964,-86.487,90.698,-56.641
0.060,1.971,-1.043,-79.834,62.866,-66.711
0.276,2.087,-1.092,-67.444,11.414,-77.637
0.371,2.185,-1.006,-50.720,-53.894,-87.463
0.440,2.240,-0.863,-31.372,-108.276,-90.637
0.499,2.255,-0.679,-12.207,-140.320,-88.501
0.559,2.339,-0.475,5.737,-153.137,-86.975
0.587,2.443,-0.259,26.611,-149.048,-83.069
0.585,2.636,-0.049,45.715,-138.428,-74.829
0.608,2.817,0.178,51.941,-132.385,-60.791
0.642,2.933,0.307,32.715,-126.160,-52.246
0.693,2.985,0.341,-2.991,-107.300,-50.171
0.723,2.934,0.293,-33.142,-74.036,-42.969
0.690,2.814,0.212,-42.114,-36.743,-26.611
0.712,2.732,0.105,-32.959,-3.784,-7.996
0.641,2.632,-0.001,-19.348,20.874,14.404
0.586,2.591,-0.083,-11.780,38.147,38.452
0.490,2.553,-0.141,-7.935,46.997,57.800
0.426,2.487,-0.199,-8.057,50.537,70.313
0.386,2.405,-0.270,-13.916,52.734,75.562
0.364,2.330,-0.367,-20.630,58.899,76.599
0.367,2.242,-0.474,-21.851,70.435,77.698
0.381,2.160,-0.585,-17.822,82.458,77.942
0.378,2.080,-0.672,-9.949,93.262,77.942
0.344,2.011,-0.729,0.061,103.638,78.125
0.277,1.958,-0.758,11.414,111.023,77.637
0.185,1.911,-0.763,21.667,111.633,75.989
0.118,1.854,-0.770,28.625,102.844,73.303
0.033,1.777,-0.728,31.433,83.984,69.458
-0.062,1.699,-0.676,31.311,60.547,64.087
0.485,2.014,-0.200,-3.235,-75.012,-104.675
0.508,2.065,-0.155,2.075,-59.082,-93.506
0.527,2.191,-0.178,9.338,-45.044,-75.928
0.507,2.315,-0.140,19.226,-33.508,-55.908
0.408,2.443,-0.105,26.550,-20.630,-38.147
0.374,2.579,-0.109,27.466,-6.531,-21.790
0.298,2.668,-0.096,24.658,3.357,-6.470
0.182,2.683,-0.092,20.935,7.690,8.911
0.116,2.638,-0.103,16.724,5.737,24.231
